document_id,customer_id,document_type,document_number,issue_date,expiry_date,issued_country,residency_status,document_status,verification_status
DOC001538,CUST00769,Passport,P7852237,2019-07-28,2029-07-25,United Arab Emirates,UAE Citizen,Valid,Verified
DOC001539,CUST00770,Emirates ID,784-1996-8543762-1,2022-07-26,2026-10-10,United Arab Emirates,UAE Resident,Valid,Verified
DOC001540,CUST00770,Passport,P8192211,2023-11-18,2033-11-15,Sri Lanka,UAE Resident,Valid,Verified
DOC001541,CUST00771,Emirates ID,784-1961-2024902-7,2021-05-02,2024-11-15,United Arab Emirates,UAE Citizen,Expired,Verified
DOC001542,CUST00771,Passport,P4958582,2021-07-26,2031-07-24,United Arab Emirates,UAE Citizen,Valid,Pending
DOC001543,CUST00772,Emirates ID,784-2010-1259406-6,2025-10-23,2027-08-19,United Arab Emirates,UAE Resident,Valid,Verified
DOC001544,CUST00772,Passport,P3409702,2020-03-20,2030-03-18,Pakistan,UAE Resident,Valid,Verified
DOC001545,CUST00773,Emirates ID,784-1928-6860345-6,2021-12-01,2023-12-05,United Arab Emirates,UAE Resident,Expired,Verified
DOC001546,CUST00773,Passport,P7599431,2016-12-19,2026-12-17,United Kingdom,UAE Resident,Valid,Verified
DOC001547,CUST00774,Emirates ID,784-1999-6621223-9,2024-02-08,2025-03-09,United Arab Emirates,UAE Resident,Expired,Rejected
DOC001548,CUST00774,Passport,P5444428,2017-03-05,2027-03-03,Bangladesh,UAE Resident,Valid,Verified
DOC001549,CUST00775,Emirates ID,784-1966-3922838-2,2021-09-07,2023-02-03,United Arab Emirates,UAE Resident,Expired,Rejected
DOC001550,CUST00775,Passport,P6492735,2017-07-22,2027-07-20,Egypt,UAE Resident,Valid,Verified
DOC001551,CUST00776,Emirates ID,784-1905-9963387-5,2025-02-13,2029-06-13,United Arab Emirates,UAE Resident,Valid,Verified
DOC001552,CUST00776,Passport,P5845328,2022-12-28,2032-12-25,Pakistan,UAE Resident,Valid,Verified
DOC001553,CUST00777,Emirates ID,784-1916-1633979-6,2020-03-07,2022-01-25,United Arab Emirates,UAE Resident,Expired,Verified
DOC001554,CUST00777,Passport,P4855388,2022-10-14,2032-10-11,Bangladesh,UAE Resident,Valid,Verified
DOC001555,CUST00778,Emirates ID,784-1991-5207244-9,2024-11-09,2029-03-18,United Arab Emirates,UAE Resident,Valid,Pending
DOC001556,CUST00778,Passport,P3180839,2023-04-09,2033-04-06,Jordan,UAE Resident,Valid,Verified
DOC001557,CUST00779,Emirates ID,784-1965-2107585-2,2023-10-15,2028-03-15,United Arab Emirates,UAE Citizen,Valid,Verified
DOC001558,CUST00779,Passport,P9515022,2021-01-24,2031-01-22,United Arab Emirates,UAE Citizen,Valid,Verified
DOC001559,CUST00780,Emirates ID,784-1983-8405556-2,2020-05-26,2025-04-18,United Arab Emirates,UAE Resident,Expired,Verified
DOC001560,CUST00780,Passport,P4947358,2018-01-03,2028-01-01,India,UAE Resident,Valid,Verified
DOC001561,CUST00781,Emirates ID,784-1949-9012822-4,2024-07-03,2028-01-05,United Arab Emirates,UAE Resident,Valid,Verified
DOC001562,CUST00781,Passport,P4133330,2023-05-13,2033-05-10,Philippines,UAE Resident,Valid,Verified
DOC001563,CUST00782,Emirates ID,784-1948-2308486-2,2025-01-25,2027-08-10,United Arab Emirates,UAE Citizen,Valid,Verified
DOC001564,CUST00782,Passport,P8741107,2023-06-11,2033-06-08,United Arab Emirates,UAE Citizen,Valid,Verified
DOC001565,CUST00783,Emirates ID,784-1949-3515191-7,2025-12-19,2029-09-22,United Arab Emirates,UAE Resident,Valid,Verified
DOC001566,CUST00783,Passport,P3582270,2024-01-22,2034-01-19,Jordan,UAE Resident,Valid,Verified
DOC001567,CUST00784,Emirates ID,784-1966-4290911-8,2021-06-14,2024-03-30,United Arab Emirates,UAE Resident,Expired,Rejected
DOC001568,CUST00784,Passport,P9927838,2016-06-05,2026-06-03,India,UAE Resident,Expired,Verified
DOC001569,CUST00785,Emirates ID,784-1951-4124541-4,2025-11-17,2026-11-18,United Arab Emirates,UAE Resident,Valid,Verified
DOC001570,CUST00785,Passport,P5518560,2023-10-19,2033-10-16,Egypt,UAE Resident,Valid,Verified
DOC001571,CUST00786,Emirates ID,784-1948-6567970-8,2024-01-16,2027-03-25,United Arab Emirates,UAE Resident,Valid,Verified
DOC001572,CUST00786,Passport,P3094224,2016-05-05,2026-05-03,Philippines,UAE Resident,Expired,Verified
DOC001573,CUST00787,Emirates ID,784-2009-7283559-5,2021-12-21,2024-11-21,United Arab Emirates,UAE Resident,Expired,Verified
DOC001574,CUST00787,Passport,P7596354,2021-11-14,2031-11-12,Bangladesh,UAE Resident,Valid,Verified
DOC001575,CUST00788,Emirates ID,784-1917-6922691-5,2024-06-02,2026-07-08,United Arab Emirates,UAE Resident,Valid,Verified
DOC001576,CUST00788,Passport,P3233012,2018-10-07,2028-10-04,Sri Lanka,UAE Resident,Valid,Verified
DOC001577,CUST00789,Emirates ID,784-2006-4727849-4,2023-01-07,2026-03-18,United Arab Emirates,UAE Resident,Expired,Verified
DOC001578,CUST00789,Passport,P2729774,2022-06-03,2032-05-31,Bangladesh,UAE Resident,Valid,Verified
DOC001579,CUST00790,Emirates ID,784-1910-6500924-3,2021-11-04,2024-04-20,United Arab Emirates,UAE Resident,Expired,Verified
DOC001580,CUST00790,Passport,P9108476,2019-10-15,2029-10-12,Bangladesh,UAE Resident,Valid,Verified
DOC001581,CUST00791,Emirates ID,784-1921-3883285-7,2023-11-07,2027-01-11,United Arab Emirates,UAE Resident,Valid,Pending
DOC001582,CUST00791,Passport,P4729079,2018-06-26,2028-06-23,Philippines,UAE Resident,Valid,Verified
DOC001583,CUST00792,Emirates ID,784-1928-9463790-2,2024-02-24,2025-09-20,United Arab Emirates,UAE Resident,Expired,Verified
DOC001584,CUST00792,Passport,P7194675,2020-05-21,2030-05-19,United Kingdom,UAE Resident,Valid,Verified
DOC001585,CUST00793,Emirates ID,784-1933-7480687-9,2025-06-28,2029-05-25,United Arab Emirates,UAE Resident,Valid,Verified
DOC001586,CUST00793,Passport,P6376114,2022-11-03,2032-10-31,Nepal,UAE Resident,Valid,Verified
DOC001587,CUST00794,Emirates ID,784-1928-1127545-4,2023-03-22,2025-09-07,United Arab Emirates,UAE Resident,Expired,Verified
DOC001588,CUST00794,Passport,P3012893,2022-12-27,2032-12-24,Jordan,UAE Resident,Valid,Verified
DOC001589,CUST00795,Emirates ID,784-1909-2899128-8,2025-09-29,2029-12-23,United Arab Emirates,UAE Resident,Valid,Verified
DOC001590,CUST00795,Passport,P1786680,2017-11-06,2027-11-04,Philippines,UAE Resident,Valid,Verified
DOC001591,CUST00796,Emirates ID,784-1930-5515315-1,2023-09-28,2028-01-01,United Arab Emirates,UAE Resident,Valid,Verified
DOC001592,CUST00796,Passport,P4526333,2020-01-31,2030-01-28,Egypt,UAE Resident,Valid,Verified
DOC001593,CUST00797,Emirates ID,784-1937-8611432-2,2020-12-27,2023-10-24,United Arab Emirates,UAE Resident,Expired,Verified
DOC001594,CUST00797,Passport,P4393983,2019-09-04,2029-09-01,Philippines,UAE Resident,Valid,Verified
DOC001595,CUST00798,Emirates ID,784-1979-4598169-7,2021-12-11,2024-12-29,United Arab Emirates,UAE Resident,Expired,Verified
DOC001596,CUST00798,Passport,P9800065,2025-06-26,2035-06-24,Sri Lanka,UAE Resident,Valid,Verified
DOC001597,CUST00799,Emirates ID,784-2008-6323750-1,2024-10-11,2028-04-14,United Arab Emirates,UAE Resident,Valid,Verified
DOC001598,CUST00799,Passport,P5458619,2022-12-17,2032-12-14,Sri Lanka,UAE Resident,Valid,Pending
DOC001599,CUST00800,Emirates ID,784-2010-2830473-5,2021-09-05,2026-08-02,United Arab Emirates,UAE Resident,Valid,Pending
DOC001600,CUST00800,Passport,P2461916,2024-11-19,2034-11-17,Sri Lanka,UAE Resident,Valid,Verified
DOC001601,CUST00801,Emirates ID,784-1958-7424539-9,2023-12-20,2025-12-17,United Arab Emirates,UAE Resident,Expired,Pending
DOC001602,CUST00801,Passport,P9786580,2017-05-14,2027-05-12,Jordan,UAE Resident,Valid,Verified
DOC001603,CUST00802,Emirates ID,784-1993-3208458-8,2020-09-03,2025-01-24,United Arab Emirates,UAE Resident,Expired,Verified
DOC001604,CUST00802,Passport,P3177278,2020-01-18,2030-01-15,Egypt,UAE Resident,Valid,Verified
DOC001605,CUST00803,Emirates ID,784-1971-6843777-7,2025-10-07,2029-09-19,United Arab Emirates,UAE Resident,Valid,Verified
DOC001606,CUST00803,Passport,P6551467,2017-07-14,2027-07-12,Sri Lanka,UAE Resident,Valid,Verified
DOC001607,CUST00804,Emirates ID,784-1907-6443454-9,2024-10-19,2028-02-18,United Arab Emirates,UAE Resident,Valid,Verified
DOC001608,CUST00804,Passport,P8546050,2024-06-16,2034-06-14,United Kingdom,UAE Resident,Valid,Verified
DOC001609,CUST00805,Emirates ID,784-2010-3811691-3,2023-02-18,2025-10-21,United Arab Emirates,UAE Resident,Expired,Verified
DOC001610,CUST00805,Passport,P9559875,2019-10-15,2029-10-12,Pakistan,UAE Resident,Valid,Verified
DOC001611,CUST00806,Emirates ID,784-1980-6696472-7,2023-02-19,2027-03-03,United Arab Emirates,UAE Citizen,Valid,Pending
DOC001612,CUST00806,Passport,P6323868,2024-12-06,2034-12-04,United Arab Emirates,UAE Citizen,Valid,Verified
DOC001613,CUST00807,Emirates ID,784-1964-3162530-5,2023-03-25,2025-03-23,United Arab Emirates,UAE Resident,Expired,Pending
DOC001614,CUST00807,Passport,P2392137,2017-05-01,2027-04-29,Bangladesh,UAE Resident,Valid,Verified
DOC001615,CUST00808,Emirates ID,784-1903-3283803-1,2024-10-19,2027-08-30,United Arab Emirates,UAE Resident,Valid,Pending
DOC001616,CUST00808,Passport,P3616291,2016-06-24,2026-06-22,Egypt,UAE Resident,Valid,Verified
DOC001617,CUST00809,Emirates ID,784-1929-4893816-2,2024-03-05,2028-10-04,United Arab Emirates,UAE Resident,Valid,Pending
DOC001618,CUST00809,Passport,P2941686,2017-06-21,2027-06-19,Sri Lanka,UAE Resident,Valid,Verified
DOC001619,CUST00810,Emirates ID,784-1926-1093444-6,2023-07-23,2024-12-10,United Arab Emirates,UAE Resident,Expired,Verified
DOC001620,CUST00810,Passport,P9754131,2016-05-18,2026-05-16,Sri Lanka,UAE Resident,Expired,Verified
DOC001621,CUST00811,Emirates ID,784-1994-4055953-2,2024-10-09,2028-11-19,United Arab Emirates,UAE Resident,Valid,Verified
DOC001622,CUST00811,Passport,P9720948,2019-03-10,2029-03-07,Jordan,UAE Resident,Valid,Verified
DOC001623,CUST00812,Emirates ID,784-1975-9231395-3,2024-04-18,2027-06-17,United Arab Emirates,UAE Resident,Valid,Verified
DOC001624,CUST00812,Passport,P4725976,2025-07-15,2035-07-13,Egypt,UAE Resident,Valid,Verified
DOC001625,CUST00813,Emirates ID,784-1982-7933678-3,2024-12-11,2027-08-02,United Arab Emirates,UAE Resident,Valid,Verified
DOC001626,CUST00813,Passport,P7145395,2017-06-15,2027-06-13,Bangladesh,UAE Resident,Valid,Verified
DOC001627,CUST00814,Emirates ID,784-1936-4508968-2,2021-11-17,2024-12-11,United Arab Emirates,UAE Resident,Expired,Verified
DOC001628,CUST00814,Passport,P3900342,2025-01-11,2035-01-09,Nepal,UAE Resident,Valid,Verified
DOC001629,CUST00815,Emirates ID,784-1924-2055548-3,2021-03-09,2022-12-07,United Arab Emirates,UAE Resident,Expired,Verified
DOC001630,CUST00815,Passport,P1118854,2017-08-09,2027-08-07,Jordan,UAE Resident,Valid,Verified
DOC001631,CUST00816,Emirates ID,784-1948-1136144-2,2021-01-14,2022-05-14,United Arab Emirates,UAE Resident,Expired,Verified
DOC001632,CUST00816,Passport,P5402179,2020-08-28,2030-08-26,Sri Lanka,UAE Resident,Valid,Verified
DOC001633,CUST00817,Emirates ID,784-1959-6788258-1,2022-04-15,2026-05-21,United Arab Emirates,UAE Citizen,Expired,Verified
DOC001634,CUST00817,Passport,P8913154,2024-08-07,2034-08-05,United Arab Emirates,UAE Citizen,Valid,Verified
DOC001635,CUST00818,Emirates ID,784-1958-3968580-3,2020-12-22,2025-09-14,United Arab Emirates,UAE Resident,Expired,Pending
DOC001636,CUST00818,Passport,P8789014,2021-05-20,2031-05-18,Philippines,UAE Resident,Valid,Verified
DOC001637,CUST00819,Emirates ID,784-1980-5456537-8,2024-01-27,2028-03-22,United Arab Emirates,UAE Resident,Valid,Verified
DOC001638,CUST00819,Passport,P1548510,2017-09-25,2027-09-23,Philippines,UAE Resident,Valid,Verified
DOC001639,CUST00820,Emirates ID,784-2004-8609696-7,2021-01-04,2024-11-15,United Arab Emirates,UAE Resident,Expired,Pending
DOC001640,CUST00820,Passport,P5044801,2022-03-18,2032-03-15,Jordan,UAE Resident,Valid,Verified
DOC001641,CUST00821,Emirates ID,784-1970-4047623-8,2024-05-26,2025-09-11,United Arab Emirates,UAE Resident,Expired,Pending
DOC001642,CUST00821,Passport,P8864697,2023-03-28,2033-03-25,Pakistan,UAE Resident,Valid,Verified
DOC001643,CUST00822,Emirates ID,784-1927-4327277-8,2025-02-15,2029-12-23,United Arab Emirates,UAE Resident,Valid,Verified
DOC001644,CUST00822,Passport,P4645184,2024-03-02,2034-02-28,Philippines,UAE Resident,Valid,Pending
DOC001645,CUST00823,Emirates ID,784-1941-4049917-3,2022-02-01,2023-04-01,United Arab Emirates,UAE Resident,Expired,Verified
DOC001646,CUST00823,Passport,P4591976,2022-05-10,2032-05-07,Egypt,UAE Resident,Valid,Verified
DOC001647,CUST00824,Emirates ID,784-1993-8165549-6,2021-12-02,2023-06-26,United Arab Emirates,UAE Resident,Expired,Verified
DOC001648,CUST00824,Passport,P2264379,2022-07-24,2032-07-21,India,UAE Resident,Valid,Verified
DOC001649,CUST00825,Emirates ID,784-1970-3413787-4,2022-08-25,2026-09-30,United Arab Emirates,UAE Resident,Valid,Pending
DOC001650,CUST00825,Passport,P7101744,2019-08-24,2029-08-21,Egypt,UAE Resident,Valid,Verified
DOC001651,CUST00826,Emirates ID,784-2009-4408903-6,2022-09-28,2026-12-23,United Arab Emirates,UAE Resident,Valid,Verified
DOC001652,CUST00826,Passport,P5475796,2019-06-15,2029-06-12,Egypt,UAE Resident,Valid,Verified
DOC001653,CUST00827,Emirates ID,784-1959-9272875-4,2025-06-26,2030-02-05,United Arab Emirates,UAE Resident,Valid,Verified
DOC001654,CUST00827,Passport,P5862755,2020-05-29,2030-05-27,Egypt,UAE Resident,Valid,Verified
DOC001655,CUST00828,Emirates ID,784-1942-5379489-5,2020-03-21,2024-06-02,United Arab Emirates,UAE Resident,Expired,Verified
DOC001656,CUST00828,Passport,P9357022,2024-09-09,2034-09-07,Bangladesh,UAE Resident,Valid,Verified
DOC001657,CUST00829,Emirates ID,784-2014-8496508-8,2021-04-22,2023-04-26,United Arab Emirates,UAE Resident,Expired,Verified
DOC001658,CUST00829,Passport,P3924781,2022-05-27,2032-05-24,India,UAE Resident,Valid,Verified
DOC001659,CUST00830,Emirates ID,784-1942-5135405-8,2021-10-25,2023-02-15,United Arab Emirates,UAE Citizen,Expired,Verified
DOC001660,CUST00830,Passport,P2887656,2021-07-31,2031-07-29,United Arab Emirates,UAE Citizen,Valid,Verified
DOC001661,CUST00831,Emirates ID,784-1974-9706450-4,2023-08-31,2025-06-09,United Arab Emirates,UAE Resident,Expired,Verified
DOC001662,CUST00831,Passport,P2653502,2016-04-25,2026-04-23,Bangladesh,UAE Resident,Expired,Verified
DOC001663,CUST00832,Emirates ID,784-1993-1910845-9,2024-02-01,2027-04-24,United Arab Emirates,UAE Resident,Valid,Verified
DOC001664,CUST00832,Passport,P1746009,2016-06-03,2026-06-01,India,UAE Resident,Expired,Verified
DOC001665,CUST00833,Emirates ID,784-2003-8811505-9,2025-06-25,2029-11-18,United Arab Emirates,UAE Resident,Valid,Verified
DOC001666,CUST00833,Passport,P8354627,2025-09-07,2035-09-05,Jordan,UAE Resident,Valid,Verified
DOC001667,CUST00834,Emirates ID,784-1994-7244360-9,2022-05-12,2027-03-31,United Arab Emirates,UAE Resident,Valid,Verified
DOC001668,CUST00834,Passport,P9975635,2018-08-27,2028-08-24,Bangladesh,UAE Resident,Valid,Verified
DOC001669,CUST00835,Emirates ID,784-1925-1290866-5,2020-09-06,2021-11-27,United Arab Emirates,UAE Resident,Expired,Pending
DOC001670,CUST00835,Passport,P7507061,2018-08-25,2028-08-22,United Kingdom,UAE Resident,Valid,Verified
DOC001671,CUST00836,Emirates ID,784-1958-2114148-6,2023-08-06,2025-03-17,United Arab Emirates,UAE Citizen,Expired,Verified
DOC001672,CUST00836,Passport,P4524077,2017-10-29,2027-10-27,United Arab Emirates,UAE Citizen,Valid,Verified
DOC001673,CUST00837,Emirates ID,784-1999-3503418-3,2021-01-18,2022-03-05,United Arab Emirates,UAE Resident,Expired,Verified
DOC001674,CUST00837,Passport,P6842624,2024-03-08,2034-03-06,Pakistan,UAE Resident,Valid,Verified
DOC001675,CUST00838,Emirates ID,784-1925-9018984-5,2021-01-13,2023-09-25,United Arab Emirates,UAE Resident,Expired,Verified
DOC001676,CUST00838,Passport,P9579549,2024-03-29,2034-03-27,Jordan,UAE Resident,Valid,Verified
DOC001677,CUST00839,Emirates ID,784-1973-7972349-8,2022-03-15,2023-03-25,United Arab Emirates,UAE Resident,Expired,Verified
DOC001678,CUST00839,Passport,P9386347,2023-09-14,2033-09-11,Egypt,UAE Resident,Valid,Verified
DOC001679,CUST00840,Emirates ID,784-1950-1812293-3,2021-04-16,2023-02-07,United Arab Emirates,UAE Resident,Expired,Verified
DOC001680,CUST00840,Passport,P4477004,2017-04-18,2027-04-16,Egypt,UAE Resident,Valid,Verified
DOC001681,CUST00841,Emirates ID,784-1959-3342687-1,2025-02-28,2028-06-16,United Arab Emirates,UAE Resident,Valid,Verified
DOC001682,CUST00841,Passport,P2497141,2024-08-25,2034-08-23,Philippines,UAE Resident,Valid,Verified
DOC001683,CUST00842,Emirates ID,784-1913-3172691-3,2024-04-16,2027-07-19,United Arab Emirates,UAE Citizen,Valid,Verified
DOC001684,CUST00842,Passport,P1535484,2022-12-04,2032-12-01,United Arab Emirates,UAE Citizen,Valid,Verified
DOC001685,CUST00843,Emirates ID,784-1995-9877751-8,2023-11-05,2028-07-21,United Arab Emirates,UAE Resident,Valid,Pending
DOC001686,CUST00843,Passport,P4591821,2018-03-21,2028-03-18,Pakistan,UAE Resident,Valid,Verified
DOC001687,CUST00844,Emirates ID,784-1948-6659176-4,2022-02-27,2025-07-29,United Arab Emirates,UAE Resident,Expired,Verified
DOC001688,CUST00844,Passport,P4000398,2023-05-28,2033-05-25,India,UAE Resident,Valid,Verified
DOC001689,CUST00845,Emirates ID,784-1913-3510404-5,2023-05-19,2027-04-19,United Arab Emirates,UAE Resident,Valid,Verified
DOC001690,CUST00845,Passport,P5772286,2017-01-04,2027-01-02,Philippines,UAE Resident,Valid,Verified
DOC001691,CUST00846,Emirates ID,784-1967-3359064-6,2024-06-05,2028-12-06,United Arab Emirates,UAE Resident,Valid,Verified
DOC001692,CUST00846,Passport,P6480097,2022-06-19,2032-06-16,Philippines,UAE Resident,Valid,Rejected
DOC001693,CUST00847,Emirates ID,784-1936-7301135-3,2021-09-06,2026-01-09,United Arab Emirates,UAE Resident,Expired,Verified
DOC001694,CUST00847,Passport,P4248973,2025-03-25,2035-03-23,Pakistan,UAE Resident,Valid,Verified
DOC001695,CUST00848,Emirates ID,784-1992-7383657-2,2024-02-11,2027-01-27,United Arab Emirates,UAE Resident,Valid,Verified
DOC001696,CUST00848,Passport,P1020737,2024-04-02,2034-03-31,Pakistan,UAE Resident,Valid,Verified
DOC001697,CUST00849,Emirates ID,784-1972-6792145-3,2022-05-29,2027-02-22,United Arab Emirates,UAE Resident,Valid,Verified
DOC001698,CUST00849,Passport,P9330861,2022-07-17,2032-07-14,Egypt,UAE Resident,Valid,Verified
DOC001699,CUST00850,Emirates ID,784-1958-2990622-3,2021-02-02,2023-05-16,United Arab Emirates,UAE Resident,Expired,Verified
DOC001700,CUST00850,Passport,P7023290,2020-10-02,2030-09-30,Nepal,UAE Resident,Valid,Verified
DOC001701,CUST00851,Emirates ID,784-1939-3186635-4,2024-02-10,2027-04-13,United Arab Emirates,UAE Resident,Valid,Verified
DOC001702,CUST00851,Passport,P2257435,2018-11-28,2028-11-25,Egypt,UAE Resident,Valid,Verified
DOC001703,CUST00852,Emirates ID,784-1918-9084142-1,2021-10-01,2022-11-22,United Arab Emirates,UAE Citizen,Expired,Verified
DOC001704,CUST00852,Passport,P3717134,2020-01-22,2030-01-19,United Arab Emirates,UAE Citizen,Valid,Verified
DOC001705,CUST00853,Emirates ID,784-1907-3790920-1,2025-07-19,2028-02-08,United Arab Emirates,UAE Resident,Valid,Verified
DOC001706,CUST00853,Passport,P2432331,2024-02-03,2034-01-31,Jordan,UAE Resident,Valid,Verified
DOC001707,CUST00854,Emirates ID,784-1929-3180830-3,2020-04-01,2023-07-24,United Arab Emirates,UAE Resident,Expired,Verified
DOC001708,CUST00854,Passport,P2795827,2021-12-15,2031-12-13,Egypt,UAE Resident,Valid,Verified
DOC001709,CUST00855,Emirates ID,784-2005-1127128-4,2022-12-05,2024-10-24,United Arab Emirates,UAE Resident,Expired,Verified
DOC001710,CUST00855,Passport,P5789153,2025-09-18,2035-09-16,Sri Lanka,UAE Resident,Valid,Verified
DOC001711,CUST00856,Emirates ID,784-1902-7093262-7,2020-08-28,2022-05-10,United Arab Emirates,UAE Resident,Expired,Pending
DOC001712,CUST00856,Passport,P8574470,2022-04-30,2032-04-27,Pakistan,UAE Resident,Valid,Verified
DOC001713,CUST00857,Emirates ID,784-1908-7222468-8,2023-06-16,2027-12-12,United Arab Emirates,UAE Resident,Valid,Verified
DOC001714,CUST00857,Passport,P6839010,2024-09-23,2034-09-21,Jordan,UAE Resident,Valid,Verified
DOC001715,CUST00858,Emirates ID,784-1931-5215799-8,2024-10-07,2026-09-25,United Arab Emirates,UAE Resident,Valid,Verified
DOC001716,CUST00858,Passport,P5212751,2017-07-14,2027-07-12,Egypt,UAE Resident,Valid,Verified
DOC001717,CUST00859,Emirates ID,784-1905-1996541-2,2020-01-12,2021-08-25,United Arab Emirates,UAE Resident,Expired,Verified
DOC001718,CUST00859,Passport,P3057504,2021-10-07,2031-10-05,Pakistan,UAE Resident,Valid,Verified
DOC001719,CUST00860,Emirates ID,784-1970-4856258-2,2020-04-19,2023-08-11,United Arab Emirates,UAE Resident,Expired,Verified
DOC001720,CUST00860,Passport,P2509625,2019-02-05,2029-02-02,United Kingdom,UAE Resident,Valid,Verified
DOC001721,CUST00861,Emirates ID,784-1905-1220268-9,2024-10-01,2028-08-23,United Arab Emirates,UAE Citizen,Valid,Verified
DOC001722,CUST00861,Passport,P7144552,2024-02-24,2034-02-21,United Arab Emirates,UAE Citizen,Valid,Verified
DOC001723,CUST00862,Emirates ID,784-1903-2814986-6,2021-08-29,2025-12-24,United Arab Emirates,UAE Resident,Expired,Verified
DOC001724,CUST00862,Passport,P2416584,2021-03-13,2031-03-11,Bangladesh,UAE Resident,Valid,Verified
DOC001725,CUST00863,Emirates ID,784-1957-2705679-4,2020-06-22,2023-10-06,United Arab Emirates,UAE Resident,Expired,Verified
DOC001726,CUST00863,Passport,P4845153,2023-12-28,2033-12-25,Pakistan,UAE Resident,Valid,Verified
DOC001727,CUST00864,Emirates ID,784-1946-9903570-5,2020-07-14,2023-02-23,United Arab Emirates,UAE Resident,Expired,Verified
DOC001728,CUST00864,Passport,P7721240,2018-03-28,2028-03-25,India,UAE Resident,Valid,Verified
DOC001729,CUST00865,Emirates ID,784-1902-8299701-3,2022-03-16,2023-05-05,United Arab Emirates,UAE Resident,Expired,Verified
DOC001730,CUST00865,Passport,P9860422,2025-08-21,2035-08-19,Sri Lanka,UAE Resident,Valid,Verified
DOC001731,CUST00866,Emirates ID,784-1990-8205561-5,2025-01-04,2028-05-25,United Arab Emirates,UAE Citizen,Valid,Verified
DOC001732,CUST00866,Passport,P3021593,2018-04-17,2028-04-14,United Arab Emirates,UAE Citizen,Valid,Verified
DOC001733,CUST00867,Emirates ID,784-1985-4361577-7,2023-09-29,2025-11-09,United Arab Emirates,UAE Resident,Expired,Verified
DOC001734,CUST00867,Passport,P8373187,2025-01-30,2035-01-28,United Kingdom,UAE Resident,Valid,Pending
DOC001735,CUST00868,Emirates ID,784-1955-3498354-2,2024-11-26,2028-02-10,United Arab Emirates,UAE Resident,Valid,Verified
DOC001736,CUST00868,Passport,P9801594,2016-09-19,2026-09-17,Nepal,UAE Resident,Valid,Verified
DOC001737,CUST00869,Emirates ID,784-2009-8969234-1,2021-07-20,2026-06-21,United Arab Emirates,UAE Resident,Expired,Verified
DOC001738,CUST00869,Passport,P7760955,2018-12-25,2028-12-22,Jordan,UAE Resident,Valid,Verified
DOC001739,CUST00870,Emirates ID,784-1942-1418312-2,2021-02-14,2023-11-12,United Arab Emirates,UAE Resident,Expired,Verified
DOC001740,CUST00870,Passport,P8498264,2016-07-26,2026-07-24,Bangladesh,UAE Resident,Valid,Verified
DOC001741,CUST00871,Emirates ID,784-2016-5233170-1,2025-03-29,2026-12-08,United Arab Emirates,UAE Resident,Valid,Verified
DOC001742,CUST00871,Passport,P5407277,2023-05-07,2033-05-04,Sri Lanka,UAE Resident,Valid,Verified
DOC001743,CUST00872,Emirates ID,784-1996-5522403-1,2020-10-05,2024-11-30,United Arab Emirates,UAE Resident,Expired,Verified
DOC001744,CUST00872,Passport,P2103585,2023-06-27,2033-06-24,Bangladesh,UAE Resident,Valid,Verified
DOC001745,CUST00873,Emirates ID,784-1932-9419411-1,2021-12-06,2023-03-02,United Arab Emirates,UAE Resident,Expired,Verified
DOC001746,CUST00873,Passport,P9336696,2019-05-04,2029-05-01,Sri Lanka,UAE Resident,Valid,Pending
DOC001747,CUST00874,Emirates ID,784-1967-9268221-4,2024-06-05,2028-10-28,United Arab Emirates,UAE Resident,Valid,Verified
DOC001748,CUST00874,Passport,P8772007,2018-03-24,2028-03-21,Jordan,UAE Resident,Valid,Verified
DOC001749,CUST00875,Emirates ID,784-1948-5909282-2,2021-05-07,2024-09-02,United Arab Emirates,UAE Resident,Expired,Verified
DOC001750,CUST00875,Passport,P2670620,2020-04-13,2030-04-11,India,UAE Resident,Valid,Verified
DOC001751,CUST00876,Emirates ID,784-1906-9137308-8,2025-06-09,2028-01-17,United Arab Emirates,UAE Resident,Valid,Verified
DOC001752,CUST00876,Passport,P4914105,2018-10-13,2028-10-10,India,UAE Resident,Valid,Verified
DOC001753,CUST00877,Emirates ID,784-1923-4538909-9,2023-08-13,2027-01-23,United Arab Emirates,UAE Resident,Valid,Verified
DOC001754,CUST00877,Passport,P5850391,2022-09-03,2032-08-31,India,UAE Resident,Valid,Verified
DOC001755,CUST00878,Emirates ID,784-1957-1245962-2,2021-04-11,2025-09-12,United Arab Emirates,UAE Resident,Expired,Verified
DOC001756,CUST00878,Passport,P3770635,2018-12-17,2028-12-14,Bangladesh,UAE Resident,Valid,Verified
DOC001757,CUST00879,Emirates ID,784-1927-8839464-1,2021-07-25,2022-09-16,United Arab Emirates,UAE Resident,Expired,Verified
DOC001758,CUST00879,Passport,P3877765,2025-03-11,2035-03-09,United Kingdom,UAE Resident,Valid,Verified
DOC001759,CUST00880,Emirates ID,784-2007-3656814-1,2024-08-09,2025-11-29,United Arab Emirates,UAE Resident,Expired,Verified
DOC001760,CUST00880,Passport,P5353544,2023-05-29,2033-05-26,Egypt,UAE Resident,Valid,Verified
DOC001761,CUST00881,Emirates ID,784-1947-9605960-9,2020-12-08,2023-04-03,United Arab Emirates,UAE Resident,Expired,Pending
